,id,depression
0,828763412,0.2763151986257356
1,2009293273,0.11705150167736228
2,360753013,0.02912450898718294
3,321912830,0.11243882707643643
4,1090960107,0.30620188373992946
5,1107396025,0.19506055829520774
6,1128632639,0.07337788928716793
7,1633339737,0.3660843944016812
8,326100448,0.0
9,1517345440,0.0
10,1676536859,0.17732153091189418
11,1467100908,0.17926730756737475
12,1697548081,0.04586459416893174
13,292594650,0.25316570954843914
14,318104561,0.2758526861682034
15,1766958173,0.2042636164115264
16,486063892,0.26272852165310107
17,834920392,0.20691214401214097
18,1469882886,0.25022401742806155
19,622197092,0.05489022268352728
20,759549858,0.03954042319808121
21,1152305047,0.04263960614498985
22,905165884,0.28689183476447483
23,227399453,0.133684455683245
24,936156493,0.16615658214977042
25,1263364682,0.1411885512532744
26,1469618247,0.020575078473643926
27,928360618,0.2319038399548075
28,2035126941,0.1124603734840649
29,1505465539,0.13894442011444308
30,2145234908,0.2989333056761246
31,1157519612,0.2022625225270257
32,1582685542,0.303718175847804
33,1891608297,0.08222805577134912
34,1018517321,0.15811262383323027
35,1925430670,0.08250273232460159
36,1830474941,0.10723087180063956
37,1097575087,0.3029469344896583
38,208918506,0.17997647157532287
39,1612101096,0.0
40,959319001,0.49732077991993223
41,663537819,0.04564482281982424
42,1116393342,0.050495926246500844
43,1252911512,0.38641813108542217
44,2048561489,0.0
45,512161194,0.28702698053733827
46,126726892,0.1810785251971208
47,980007027,0.2787769975292222
48,1178635740,0.32115432656968085
49,478600443,0.19133955469993746
50,324462329,0.17178562728811053
51,1164751526,0.20470708980295943
52,1971243519,0.21331201118193355
53,1880622160,0.0
54,64210479,0.10081078913203334
55,2036000433,0.23385585994423758
56,874885581,0.10718761957759759
57,1862406404,0.10443145393278908
58,456767460,0.11089993258830189
59,657359280,0.1118712438563656
60,1250156724,0.24670021790120084
61,2092731631,0.216481356980535
62,2036316161,0.3379816744134176
63,56287870,0.2812576998149435
64,1504260188,0.29632818556600765
65,421870289,0.14444214100479996
66,1802871101,0.04945978130603762
67,301500989,0.1127544454048699
68,1676714752,0.3833392085525373
69,645235691,0.0
70,1350546597,0.048684488844442875
71,1005495938,0.2447279744314551
